SYMBOL,NAME OF COMPANY, SERIES, DATE OF LISTING, PAID UP VALUE, MARKET LOT, ISIN NUMBER, FACE VALUE
ARKADE,Arkade Developers Limited,EQ,24-SEP-2024,10,1,INE0QRL01017,10
ARMANFIN,Arman Financial Services Limited,EQ,14-JUN-2016,10,1,INE109C01017,10
AROGRANITE,Aro Granite Industries Limited,EQ,24-APR-2007,10,1,INE210C01013,10
ARROWGREEN,Arrow Greentech Limited,BE,21-MAY-2015,10,1,INE570D01018,10
ARSHIYA,Arshiya Limited,BZ,14-DEC-2009,2,1,INE968D01022,2
ARTEMISMED,Artemis Medicare Services Limited,EQ,23-JAN-2020,1,1,INE025R01021,1
ARTNIRMAN,Art Nirman Limited,EQ,18-OCT-2021,10,1,INE738V01013,10
ARVEE,Arvee Laboratories (India) Limited,EQ,22-MAR-2021,10,1,INE006Z01016,10
ARVIND,Arvind Limited,EQ,08-FEB-1995,10,1,INE034A01011,10
ARVINDFASN,Arvind Fashions Limited,EQ,08-MAR-2019,4,1,INE955V01021,4
ARVSMART,Arvind SmartSpaces Limited,EQ,26-AUG-2015,10,1,INE034S01021,10
ASAHIINDIA,Asahi India Glass Limited,EQ,18-MAR-1998,1,1,INE439A01020,1
ASAHISONG,Asahi Songwon Colors Limited,BE,29-AUG-2011,10,1,INE228I01012,10
ASAL,Automotive Stampings and Assemblies Limited,EQ,12-MAR-2002,10,1,INE900C01027,10
ASALCBR,Associated Alcohols & Breweries Ltd.,EQ,12-FEB-2020,10,1,INE073G01016,10
ASHAPURMIN,Ashapura Minechem Limited,EQ,20-SEP-1995,2,1,INE348A01023,2
ASHIANA,Ashiana Housing Limited,EQ,29-JUN-2011,2,1,INE365D01021,2
ASHIMASYN,Ashima Limited,BE,27-JUL-1995,10,1,INE440A01010,10
ASHOKA,Ashoka Buildcon Limited,EQ,14-OCT-2010,5,1,INE442H01029,5
ASHOKAMET,Ashoka Metcast Limited,EQ,27-JUN-2023,10,1,INE760Y01011,10
ASHOKLEY,Ashok Leyland Limited,EQ,25-MAY-1995,1,1,INE208A01029,1
ASIANENE,Asian Energy Services Limited,EQ,09-DEC-2021,10,1,INE276G01015,10
ASIANHOTNR,Asian Hotels (North) Limited,BE,07-APR-2010,10,1,INE363A01022,10
ASIANPAINT,Asian Paints Limited,EQ,31-MAY-1995,1,1,INE021A01026,1
ASIANTILES,Asian Granito India Limited,EQ,23-AUG-2007,10,1,INE022I01019,10
ASKAUTOLTD,ASK Automotive Limited,EQ,15-NOV-2023,2,1,INE491J01022,2
ASMS,Bartronics India Limited,EQ,09-FEB-2023,1,1,INE855F01042,1
ASPINWALL,Aspinwall and Company Limited,EQ,14-JUN-2016,10,1,INE991I01015,10
ASTEC,Astec LifeSciences Limited,EQ,25-NOV-2009,10,1,INE563J01010,10
ASTERDM,Aster DM Healthcare Limited,EQ,26-FEB-2018,10,1,INE914M01019,10
ASTRAL,Astral Limited,EQ,20-MAR-2007,1,1,INE006I01046,1
ASTRAMICRO,Astra Microwave Products Limited,EQ,01-NOV-2004,2,1,INE386C01029,2
ASTRAZEN,AstraZeneca Pharma India Limited,EQ,04-MAY-2001,2,1,INE203A01020,2
ASTRON,Astron Paper & Board Mill Limited,BE,29-DEC-2017,10,1,INE646X01014,10
ATALREAL,Atal Realtech Limited,EQ,12-MAY-2023,2,1,INE0ALR01029,2
ATAM,Atam Valves Limited,EQ,10-MAY-2023,10,1,INE09KD01013,10
ATGL,Adani Total Gas Limited,EQ,05-NOV-2018,1,1,INE399L01023,1
ATHERENERG,Ather Energy Limited,EQ,06-MAY-2025,1,1,INE0LEZ01016,1
ATL,Allcargo Terminals Limited,EQ,10-AUG-2023,2,1,INE0NN701020,2
ATLANTAA,ATLANTAA LIMITED,EQ,25-SEP-2006,2,1,INE285H01022,2
ATLASCYCLE,Atlas Cycles (Haryana) Limited,EQ,23-OCT-1996,5,1,INE446A01025,5
ATUL,Atul Limited,EQ,06-MAY-1998,10,1,INE100A01010,10
ATULAUTO,Atul Auto Limited,EQ,26-JUN-2013,5,1,INE951D01028,5
AUBANK,AU Small Finance Bank Limited,EQ,10-JUL-2017,10,1,INE949L01017,10
AURIONPRO,Aurionpro Solutions Limited,EQ,25-OCT-2005,10,1,INE132H01018,10
AUROPHARMA,Aurobindo Pharma Limited,EQ,19-JUL-2000,1,1,INE406A01037,1
AURUM,Aurum PropTech Limited,EQ,19-AUG-2015,5,1,INE898S01029,5
AUSOMENT,Ausom Enterprise Limited,EQ,17-APR-1996,10,1,INE218C01016,10
AUTOAXLES,Automotive Axles Limited,EQ,29-MAY-2003,10,1,INE449A01011,10
AUTOIND,Autoline Industries Limited,EQ,31-JAN-2007,10,1,INE718H01014,10
AVADHSUGAR,Avadh Sugar & Energy Limited,EQ,28-JUL-2017,10,1,INE349W01017,10
AVALON,Avalon Technologies Limited,EQ,18-APR-2023,2,1,INE0LCL01028,2
AVANTEL,Avantel Limited,EQ,31-JUL-2024,2,1,INE005B01027,2
AVANTIFEED,Avanti Feeds Limited,EQ,15-APR-2015,1,1,INE871C01038,1
AVG,AVG Logistics Limited,EQ,12-MAY-2023,10,1,INE680Z01018,10
AVL,Aditya Vision Limited,EQ,06-NOV-2024,1,1,INE679V01027,1
AVONMORE,Avonmore Capital & Management Services Limited,BE,04-JAN-2023,1,1,INE323B01024,1
AVROIND,AVRO INDIA LIMITED,EQ,07-APR-2022,10,1,INE652Z01017,10
AVTNPL,AVT Natural Products Limited,EQ,10-JAN-2007,1,1,INE488D01021,1
AWFIS,Awfis Space Solutions Limited,EQ,30-MAY-2024,10,1,INE108V01019,10
AWHCL,Antony Waste Handling Cell Limited,EQ,01-JAN-2021,5,1,INE01BK01022,5
AWL,AWL Agri Business Limited,EQ,08-FEB-2022,1,1,INE699H01024,1
AXISBANK,Axis Bank Limited,EQ,16-NOV-1998,2,1,INE238A01034,2
AXISCADES,AXISCADES Technologies Limited,BE,21-DEC-2000,5,1,INE555B01013,5
AXITA,Axita Cotton Limited,EQ,21-JUN-2022,1,1,INE02EZ01022,1
AYMSYNTEX,AYM Syntex Limited,EQ,14-AUG-2015,10,1,INE193B01039,10
AZAD,Azad Engineering Limited,EQ,28-DEC-2023,2,1,INE02IJ01035,2
BAFNAPH,Bafna Pharmaceuticals Limited,BE,27-FEB-2020,10,1,INE878I01022,10
BAGFILMS,B.A.G Films and Media Limited,BE,17-OCT-2003,2,1,INE116D01028,2
BAIDFIN,Baid Finserv Limited,EQ,20-JAN-2023,2,1,INE020D01022,2
BAJAJ-AUTO,Bajaj Auto Limited,EQ,26-MAY-2008,10,1,INE917I01010,10
BAJAJCON,Bajaj Consumer Care Limited,EQ,18-AUG-2010,1,1,INE933K01021,1
BAJAJELEC,Bajaj Electricals Limited,EQ,02-NOV-2007,2,1,INE193E01025,2
BAJAJFINSV,Bajaj Finserv Limited,EQ,26-MAY-2008,1,1,INE918I01026,1
BAJAJHCARE,Bajaj Healthcare Limited,EQ,25-NOV-2021,5,1,INE411U01027,5
BAJAJHFL,Bajaj Housing Finance Limited,EQ,16-SEP-2024,10,1,INE377Y01014,10
BAJAJHIND,Bajaj Hindusthan Sugar Limited,EQ,10-MAY-1995,1,1,INE306A01021,1
BAJAJHLDNG,Bajaj Holdings & Investment Limited,EQ,15-MAR-1995,10,1,INE118A01012,10
BAJAJINDEF,Indef Manufacturing Limited,EQ,21-FEB-2025,1,1,INE0O9T01021,1
BAJEL,Bajel Projects Limited,EQ,19-DEC-2023,2,1,INE0KQN01018,2
BAJFINANCE,Bajaj Finance Limited,EQ,01-APR-2003,2,1,INE296A01024,2
BALAJEE,Shree Tirupati Balajee Agro Trading Company Limited,EQ,12-SEP-2024,10,1,INE0S2G01011,10
BALAJITELE,Balaji Telefilms Limited,EQ,22-NOV-2000,2,1,INE794B01026,2
BALAMINES,Balaji Amines Limited,EQ,05-APR-2007,2,1,INE050E01027,2
BALAXI,BALAXI PHARMACEUTICALS LIMITED,EQ,30-NOV-2015,2,1,INE618N01022,2
BALKRISHNA,Balkrishna Paper Mills Limited,EQ,28-JUL-2015,10,1,INE875R01011,10
BALKRISIND,Balkrishna Industries Limited,EQ,27-JAN-2006,2,1,INE787D01026,2
BALMLAWRIE,Balmer Lawrie & Company Limited,EQ,06-JUL-1995,10,1,INE164A01016,10
BALPHARMA,Bal Pharma Limited,EQ,08-MAY-2006,10,1,INE083D01012,10
BALRAMCHIN,Balrampur Chini Mills Limited,EQ,08-FEB-1995,1,1,INE119A01028,1
BALUFORGE,Balu Forge Industries Limited,EQ,29-APR-2024,10,1,INE011E01029,10
BANARBEADS,Banaras Beads Limited,EQ,07-JUL-1995,10,1,INE655B01011,10
BANARISUG,Bannari Amman Sugars Limited,EQ,28-MAY-2003,10,1,INE459A01010,10
BANCOINDIA,Banco Products (I) Limited,EQ,22-DEC-2006,2,1,INE213C01025,2
BANDHANBNK,Bandhan Bank Limited,EQ,27-MAR-2018,10,1,INE545U01014,10
BANG,Bang Overseas Limited,EQ,20-FEB-2008,10,1,INE863I01016,10
BANKA,Banka BioLoo Limited,EQ,29-OCT-2020,10,1,INE862Y01015,10
BANKBARODA,Bank of Baroda,EQ,19-FEB-1997,2,1,INE028A01039,2
BANKINDIA,Bank of India,EQ,30-APR-1997,10,1,INE084A01016,10
BANSALWIRE,Bansal Wire Industries Limited,EQ,10-JUL-2024,5,1,INE0B9K01025,5
BANSWRAS,Banswara Syntex Limited,EQ,11-APR-2007,5,1,INE629D01020,5
BARBEQUE,Barbeque Nation Hospitality Limited,EQ,07-APR-2021,5,1,INE382M01027,5
BASF,BASF India Limited,EQ,17-MAY-1995,10,1,INE373A01013,10
BASML,Bannari Amman Spinning Mills Limited,EQ,14-NOV-2005,5,1,INE186H01022,5
BATAINDIA,Bata India Limited,EQ,18-JUN-2003,5,1,INE176A01028,5
BAYERCROP,Bayer Cropscience Limited,EQ,08-JAN-2010,10,1,INE462A01022,10
BBL,Bharat Bijlee Limited,EQ,21-NOV-2006,5,1,INE464A01036,5
BBOX,Black Box Limited,EQ,22-JUL-2003,2,1,INE676A01027,2
BBTC,Bombay Burmah Trading Corporation Limited,EQ,03-APR-1996,2,1,INE050A01025,2
BBTCL,B&B Triplewall Containers Limited,EQ,23-NOV-2022,10,1,INE01EE01011,10
BCLIND,Bcl Industries Limited,EQ,04-MAR-2021,1,1,INE412G01024,1
BCONCEPTS,Brand Concepts Limited,EQ,11-JAN-2022,10,1,INE977Y01011,10
BDL,Bharat Dynamics Limited,EQ,23-MAR-2018,5,1,INE171Z01026,5
BEARDSELL,Beardsell Limited,EQ,13-JAN-2015,2,1,INE520H01022,2
BECTORFOOD,Mrs. Bectors Food Specialities Limited,EQ,24-DEC-2020,10,1,INE495P01012,10
BEDMUTHA,Bedmutha Industries Limited,EQ,14-OCT-2010,10,1,INE844K01012,10
BEL,Bharat Electronics Limited,EQ,19-JUL-2000,1,1,INE263A01024,1
BEML,BEML Limited,EQ,05-NOV-2003,10,1,INE258A01016,10
BEPL,Bhansali Engineering Polymers Limited,EQ,21-MAR-2005,1,1,INE922A01025,1
BERGEPAINT,Berger Paints (I) Limited,EQ,24-NOV-1999,1,1,INE463A01038,1
BESTAGRO,Best Agrolife Limited,BE,10-APR-2024,10,1,INE052T01013,10
BFINVEST,BF Investment Limited,EQ,14-JAN-2011,5,1,INE878K01010,5
BFUTILITIE,BF Utilities Limited,EQ,03-MAY-2007,5,1,INE243D01012,5
BGRENERGY,BGR Energy Systems Limited,BE,03-JAN-2008,10,1,INE661I01014,10
BHAGCHEM,Bhagiradha Chemicals & Industries Limited,EQ,18-OCT-2021,1,1,INE414D01027,1
BHAGERIA,Bhageria Industries Limited,EQ,02-MAR-2016,5,1,INE354C01027,5
BHAGYANGR,Bhagyanagar India Limited,EQ,17-MAY-2017,2,1,INE458B01036,2
BHANDARI,Bhandari Hosiery Exports Limited,EQ,30-JAN-2017,1,1,INE474E01029,1
BHARATFORG,Bharat Forge Limited,EQ,04-APR-2003,2,1,INE465A01025,2
BHARATGEAR,Bharat Gears Limited,EQ,03-APR-1996,10,1,INE561C01019,10
BHARATRAS,Bharat Rasayan Limited,EQ,11-OCT-1995,10,1,INE838B01013,10
BHARATSE,Bharat Seats Limited,BE,24-MAR-2025,2,1,INE415D01024,2
BHARATWIRE,Bharat Wire Ropes Limited,EQ,01-APR-2016,10,1,INE316L01019,10
BHARTIARTL,Bharti Airtel Limited,EQ,15-FEB-2002,5,1,INE397D01024,5
BHARTIHEXA,Bharti Hexacom Limited,EQ,12-APR-2024,5,1,INE343G01021,5
BHEL,Bharat Heavy Electricals Limited,EQ,11-NOV-2003,2,1,INE257A01026,2
BIGBLOC,Bigbloc Construction Limited,EQ,02-SEP-2016,2,1,INE412U01025,2
BIKAJI,Bikaji Foods International Limited,EQ,16-NOV-2022,1,1,INE00E101023,1
BIL,Bhartiya International Limited,BE,12-APR-2000,10,1,INE828A01016,10
BINANIIND,Binani Industries Limited,BE,27-SEP-2006,10,1,INE071A01013,10
BIOCON,Biocon Limited,EQ,07-APR-2004,5,1,INE376G01013,5
BIOFILCHEM,Biofil Chemicals & Pharmaceuticals Limited,EQ,12-JUN-1996,10,1,INE829A01014,10
BIRLACABLE,Birla Cable Limited,EQ,06-DEC-1995,10,1,INE800A01015,10
BIRLACORPN,Birla Corporation Limited,EQ,12-APR-1995,10,1,INE340A01012,10
BIRLAMONEY,Aditya Birla Money Limited,EQ,07-FEB-2008,1,1,INE865C01022,1
BIRLANU,BirlaNu Limited,EQ,26-APR-1995,10,1,INE557A01011,10
BLACKBUCK,Zinka Logistics Solutions Limited,EQ,22-NOV-2024,1,1,INE0UIZ01018,1
BLAL,BEML Land Assets Limited,EQ,19-APR-2023,10,1,INE0N7W01012,10
BLBLIMITED,BLB Limited,EQ,31-MAY-2000,1,1,INE791A01024,1
BLISSGVS,Bliss GVS Pharma Limited,EQ,26-JUL-2010,1,1,INE416D01022,1
BLKASHYAP,B. L. Kashyap and Sons Limited,EQ,17-MAR-2006,1,1,INE350H01032,1
BLS,BLS International Services Limited,EQ,14-JUN-2016,1,1,INE153T01027,1
BLSE,BLS E-Services Limited,EQ,06-FEB-2024,10,1,INE0NLT01010,10
BLUECOAST,Blue Coast Hotels Limited,BE,16-FEB-2000,10,1,INE472B01011,10
BLUEDART,Blue Dart Express Limited,EQ,12-DEC-2002,10,1,INE233B01017,10
BLUEJET,Blue Jet Healthcare Limited,EQ,01-NOV-2023,2,1,INE0KBH01020,2
BLUESTARCO,Blue Star Limited,EQ,15-JUN-2000,2,1,INE472A01039,2
BODALCHEM,Bodal Chemicals Limited,EQ,22-AUG-2011,2,1,INE338D01028,2
BOHRAIND,Bohra Industries Limited,BE,27-OCT-2022,10,1,INE802W01023,10
BOMDYEING,Bombay Dyeing & Mfg Company Limited,EQ,26-APR-1995,2,1,INE032A01023,2
BORANA,Borana Weaves Limited,BE,27-MAY-2025,10,1,INE16SF01016,10
BOROLTD,Borosil Limited,EQ,22-JUL-2020,1,1,INE02PY01013,1
BORORENEW,BOROSIL RENEWABLES LIMITED,EQ,25-MAY-2018,1,1,INE666D01022,1
BOROSCI,Borosil Scientific Limited,EQ,07-JUN-2024,1,1,INE02L001032,1
BOSCHLTD,Bosch Limited,EQ,12-MAY-2003,10,1,INE323A01026,10
BPCL,Bharat Petroleum Corporation Limited,EQ,13-SEP-1995,10,1,INE029A01011,10
BPL,BPL Limited,EQ,14-JUN-1995,10,1,INE110A01019,10
BRIGADE,Brigade Enterprises Limited,EQ,31-DEC-2007,10,1,INE791I01019,10
BRITANNIA,Britannia Industries Limited,EQ,05-NOV-1998,1,1,INE216A01030,1
BRNL,Bharat Road Network Limited,BE,18-SEP-2017,10,1,INE727S01012,10
BROOKS,Brooks Laboratories Limited,BE,05-SEP-2011,10,1,INE650L01011,10
BSE,BSE Limited,EQ,03-FEB-2017,2,1,INE118H01025,2
BSHSL,Bombay Super Hybrid Seeds Limited,EQ,28-OCT-2020,1,1,INE032Z01020,1
BSL,BSL Limited,BE,27-JUL-1995,10,1,INE594B01012,10
BSOFT,BIRLASOFT LIMITED,EQ,24-NOV-1999,2,1,INE836A01035,2
BTML,Bodhi Tree Multimedia Limited,EQ,15-FEB-2023,1,1,INE0EEJ01023,1
BUTTERFLY,Butterfly Gandhimathi Appliances Limited,EQ,28-APR-2014,10,1,INE295F01017,10
BVCL,Barak Valley Cements Limited,EQ,23-NOV-2007,10,1,INE139I01011,10
BYKE,The Byke Hospitality Ltd,EQ,15-APR-2015,10,1,INE319B01014,10
CALSOFT,California Software Company Limited,BE,28-JUN-2000,10,1,INE526B01014,10
CAMLINFINE,Camlin Fine Sciences Limited,EQ,20-JAN-2015,1,1,INE052I01032,1
CAMPUS,Campus Activewear Limited,EQ,09-MAY-2022,5,1,INE278Y01022,5
CAMS,Computer Age Management Services Limited,EQ,07-MAY-2021,10,1,INE596I01020,10
CANBK,Canara Bank,EQ,23-DEC-2002,2,1,INE476A01022,2
CANFINHOME,Can Fin Homes Limited,EQ,10-MAY-1995,2,1,INE477A01020,2
CANTABIL,Cantabil Retail India Limited,EQ,12-OCT-2010,2,1,INE068L01024,2
CAPACITE,Capacit'e Infraprojects Limited,EQ,25-SEP-2017,10,1,INE264T01014,10
CAPITALSFB,Capital Small Finance Bank Limited,EQ,14-FEB-2024,10,1,INE646H01017,10
CAPLIPOINT,Caplin Point Laboratories Limited,EQ,23-JUN-2014,2,1,INE475E01026,2
CAPTRUST,Capital Trust Limited,EQ,16-JAN-2017,10,1,INE707C01018,10
CARBORUNIV,Carborundum Universal Limited,EQ,03-APR-1996,1,1,INE120A01034,1
CARERATING,CARE Ratings Limited,EQ,26-DEC-2012,10,1,INE752H01013,10
CARRARO,Carraro India Limited,EQ,30-DEC-2024,10,1,INE0V7W01012,10
CARTRADE,Cartrade Tech Limited,EQ,20-AUG-2021,10,1,INE290S01011,10
CARYSIL,CARYSIL LIMITED,EQ,14-JAN-2021,2,1,INE482D01024,2
CASTROLIND,Castrol India Limited,EQ,14-MAR-2014,5,1,INE172A01027,5
CCCL,Consolidated Construction Consortium Limited,EQ,15-OCT-2007,2,1,INE429I01024,2
CCHHL,Country Club Hospitality & Holidays Limited,EQ,03-FEB-2015,2,1,INE652F01027,2
CCL,CCL Products (India) Limited,EQ,07-JUN-2004,2,1,INE421D01022,2
CDSL,Central Depository Services (India) Limited,EQ,30-JUN-2017,10,1,INE736A01011,10
CEATLTD,CEAT Limited,EQ,01-FEB-2008,10,1,INE482A01020,10
CEIGALL,Ceigall India Limited,EQ,08-AUG-2024,5,1,INE0AG901020,5
CELEBRITY,Celebrity Fashions Limited,EQ,12-JAN-2006,10,1,INE185H01016,10
CELLO,Cello World Limited,EQ,06-NOV-2023,5,1,INE0LMW01024,5
CENTENKA,Century Enka Limited,EQ,10-MAY-1995,10,1,INE485A01015,10
CENTEXT,Century Extrusions Limited,EQ,20-JUL-2004,1,1,INE281A01026,1
CENTRALBK,Central Bank of India,EQ,21-AUG-2007,10,1,INE483A01010,10
CENTRUM,Centrum Capital Limited,EQ,04-APR-2018,1,1,INE660C01027,1
CENTUM,Centum Electronics Limited,EQ,05-OCT-2007,10,1,INE320B01020,10
CENTURYPLY,Century Plyboards (India) Limited,EQ,23-MAR-2006,1,1,INE348B01021,1
CERA,Cera Sanitaryware Limited,EQ,02-NOV-2007,5,1,INE739E01017,5
CEREBRAINT,Cerebra Integrated Technologies Limited,BZ,26-JUN-2013,10,1,INE345B01019,10
CESC,CESC Limited,EQ,08-FEB-1995,1,1,INE486A01021,1
CEWATER,Concord Enviro Systems Limited,EQ,27-DEC-2024,5,1,INE037Z01029,5
CGCL,Capri Global Capital Limited,EQ,29-OCT-2010,1,1,INE180C01042,1
CGPOWER,CG Power and Industrial Solutions Limited,EQ,01-MAR-1995,2,1,INE067A01029,2
CHALET,Chalet Hotels Limited,EQ,07-FEB-2019,10,1,INE427F01016,10
CHAMBLFERT,Chambal Fertilizers & Chemicals Limited,EQ,14-JUN-1995,10,1,INE085A01013,10
CHEMBOND,Chembond Chemicals Ltd,EQ,20-NOV-2019,5,1,INE995D01025,5
CHEMCON,Chemcon Speciality Chemicals Limited,EQ,01-OCT-2020,10,1,INE03YM01018,10
CHEMFAB,Chemfab Alkalis Limited,EQ,25-APR-2018,10,1,INE783X01023,10
CHEMPLASTS,Chemplast Sanmar Limited,EQ,24-AUG-2021,5,1,INE488A01050,5
CHENNPETRO,Chennai Petroleum Corporation Limited,EQ,07-JUN-2000,10,1,INE178A01016,10
CHEVIOT,Cheviot Company Limited,EQ,20-JUN-2022,10,1,INE974B01016,10
CHOICEIN,Choice International Limited,EQ,08-APR-2022,10,1,INE102B01014,10
CHOLAFIN,Cholamandalam Investment and Finance Company Limited,EQ,15-MAY-1996,2,1,INE121A01024,2
CHOLAHLDNG,Cholamandalam Financial Holdings Limited,EQ,25-SEP-2017,1,1,INE149A01033,1
CIEINDIA,CIE Automotive India Limited,EQ,30-AUG-2007,10,1,INE536H01010,10
CIFL,Capital India Finance Limited,EQ,17-APR-2025,2,1,INE345H01024,2
CIGNITITEC,Cigniti Technologies Limited,EQ,13-OCT-2014,10,1,INE675C01017,10
CINELINE,Cineline India Limited,BE,13-JUN-2012,5,1,INE704H01022,5
CINEVISTA,Cinevista Limited,EQ,02-MAY-2000,2,1,INE039B01026,2
CIPLA,Cipla Limited,EQ,08-FEB-1995,2,1,INE059A01026,2
CLEAN,Clean Science and Technology Limited,EQ,19-JUL-2021,1,1,INE227W01023,1
CLEDUCATE,CL Educate Limited,EQ,31-MAR-2017,5,1,INE201M01029,5
CLSEL,Chaman Lal Setia Exports Limited,EQ,12-MAY-2021,2,1,INE419D01026,2
CMSINFO,CMS Info Systems Limited,EQ,31-DEC-2021,10,1,INE925R01014,10
COALINDIA,Coal India Limited,EQ,04-NOV-2010,10,1,INE522F01014,10
COASTCORP,Coastal Corporation Limited,EQ,08-OCT-2021,2,1,INE377E01024,2
COCHINSHIP,Cochin Shipyard Limited,EQ,11-AUG-2017,5,1,INE704P01025,5
COFFEEDAY,Coffee Day Enterprises Limited,BE,02-NOV-2015,10,1,INE335K01011,10
COFORGE,Coforge Limited,EQ,30-AUG-2004,10,1,INE591G01017,10
COHANCE,Cohance Lifesciences Limited,EQ,09-MAR-2020,1,1,INE03QK01018,1
COLPAL,Colgate Palmolive (India) Limited,EQ,17-DEC-2007,1,1,INE259A01022,1
COMPUSOFT,Compucom Software Limited,EQ,02-MAR-2012,2,1,INE453B01029,2
COMSYN,Commercial Syn Bags Limited,EQ,23-JAN-2024,10,1,INE073V01015,10
CONCOR,Container Corporation of India Limited,EQ,07-MAY-1997,5,1,INE111A01025,5
CONCORDBIO,Concord Biotech Limited,EQ,18-AUG-2023,1,1,INE338H01029,1
CONFIPET,Confidence Petroleum India Limited,EQ,13-JUN-2019,1,1,INE552D01024,1
CONSOFINVT,Consolidated Finvest & Holdings Limited,EQ,29-MAR-2005,10,1,INE025A01027,10
CONTROLPR,Control Print Limited,EQ,24-JUN-2016,10,1,INE663B01015,10
CORALFINAC,Coral India Finance & Housing Limited,EQ,25-MAR-1996,2,1,INE558D01021,2
CORDSCABLE,Cords Cable Industries Limited,EQ,13-FEB-2008,10,1,INE792I01017,10
COROMANDEL,Coromandel International Limited,EQ,31-MAY-1995,1,1,INE169A01031,1
COSMOFIRST,COSMO FIRST LIMITED,EQ,25-MAY-1995,10,1,INE757A01017,10
COUNCODOS,Country Condo's Limited,BE,22-JAN-2009,1,1,INE695B01025,1
CPCAP,CP Capital Limited,EQ,06-OCT-2010,10,1,INE521J01018,10
CRAFTSMAN,Craftsman Automation Limited,EQ,25-MAR-2021,5,1,INE00LO01017,5
CREATIVE,Creative Newtech Limited,EQ,05-AUG-2019,10,1,INE985W01018,10
CREATIVEYE,Creative Eye Limited,EQ,20-DEC-2000,5,1,INE230B01021,5
CREDITACC,CREDITACCESS GRAMEEN LIMITED,EQ,23-AUG-2018,10,1,INE741K01010,10
CREST,Crest Ventures Limited,EQ,27-DEC-2006,10,1,INE559D01011,10
CRISIL,CRISIL Limited,EQ,28-JUN-1995,1,1,INE007A01025,1
CROMPTON,Crompton Greaves Consumer Electricals Limited,EQ,13-MAY-2016,2,1,INE299U01018,2
CROWN,Crown Lifters Limited,EQ,08-FEB-2022,10,1,INE491V01019,10
CSBBANK,CSB Bank Limited,EQ,04-DEC-2019,10,1,INE679A01013,10
CSLFINANCE,CSL Finance Limited,EQ,21-JUL-2022,10,1,INE718F01018,10
CTE,Cambridge Technology Enterprises Limited,BE,07-FEB-2007,10,1,INE627H01017,10
CUB,City Union Bank Limited,EQ,25-AUG-1998,1,1,INE491A01021,1
CUBEXTUB,Cubex Tubings Limited,EQ,24-APR-1996,10,1,INE144D01012,10
CUMMINSIND,Cummins India Limited,EQ,29-MAR-1995,2,1,INE298A01020,2
CUPID,Cupid Limited,EQ,16-SEP-2016,1,1,INE509F01029,1
CURAA,Cura Technologies Limited,BE,21-MAR-2025,10,1,INE117B01020,10
CYBERMEDIA,Cyber Media (India) Limited,BE,10-JUN-2005,10,1,INE278G01037,10
CYBERTECH,Cybertech Systems And Software Limited,BE,27-JAN-1999,10,1,INE214A01019,10
CYIENT,Cyient Limited,EQ,30-SEP-1998,5,1,INE136B01020,5
CYIENTDLM,Cyient DLM Limited,EQ,10-JUL-2023,10,1,INE055S01018,10
DABUR,Dabur India Limited,EQ,28-APR-1999,1,1,INE016A01026,1
DALBHARAT,Dalmia Bharat Limited,EQ,22-JAN-2019,2,1,INE00R701025,2
DALMIASUG,Dalmia Bharat Sugar and Industries Limited,EQ,17-JAN-1996,2,1,INE495A01022,2
DAMCAPITAL,Dam Capital Advisors Limited,EQ,27-DEC-2024,2,1,INE284H01025,2
DAMODARIND,Damodar Industries Limited,EQ,04-JUL-2016,5,1,INE497D01022,5
DANGEE,Dangee Dums Limited,BE,13-NOV-2020,1,1,INE688Y01022,1
DATAMATICS,Datamatics Global Services Limited,EQ,07-MAY-2004,5,1,INE365B01017,5
DATAPATTNS,Data Patterns (India) Limited,EQ,24-DEC-2021,2,1,INE0IX101010,2
DAVANGERE,Davangere Sugar Company Limited,EQ,25-JAN-2024,1,1,INE179G01029,1
DBCORP,D.B.Corp Limited,EQ,06-JAN-2010,10,1,INE950I01011,10
DBEIL,Deepak Builders & Engineers India Limited,EQ,28-OCT-2024,10,1,INE0OPA01019,10
DBL,Dilip Buildcon Limited,EQ,11-AUG-2016,10,1,INE917M01012,10
DBOL,Dhampur Bio Organics Limited,BE,08-SEP-2022,10,1,INE0I3401014,10
DBREALTY,Valor Estate Limited,EQ,24-FEB-2010,10,1,INE879I01012,10
DBSTOCKBRO,DB (International) Stock Brokers Limited,EQ,29-FEB-2012,2,1,INE921B01025,2
DCAL,Dishman Carbogen Amcis Limited,EQ,21-SEP-2017,2,1,INE385W01011,2
DCBBANK,DCB Bank Limited,EQ,27-OCT-2006,10,1,INE503A01015,10
DCI,Dc Infotech And Communication Limited,EQ,19-OCT-2022,10,1,INE0A1101019,10
DCM,DCM  Limited,EQ,29-MAR-1995,10,1,INE498A01018,10
DCMFINSERV,DCM Financial Services Limited,EQ,21-MAY-1997,10,1,INE891B01012,10
DCMNVL,DCM Nouvelle Limited,EQ,16-JUL-2019,10,1,INE08KP01019,10
DCMSHRIRAM,DCM Shriram Limited,EQ,12-APR-1995,2,1,INE499A01024,2
DCMSRIND,DCM Shriram Industries Limited,EQ,24-DEC-2021,2,1,INE843D01027,2
DCW,DCW Limited,EQ,25-MAY-1995,2,1,INE500A01029,2
DCXINDIA,DCX Systems Limited,EQ,11-NOV-2022,2,1,INE0KL801015,2
DDEVPLSTIK,Ddev Plastiks Industries Limited,EQ,15-JAN-2025,1,1,INE0HR601026,1
